
İlaç Adı,Barkod,ATC Kodu,ATC Adı
POLIBAR SUSP.ICIN TOZ 397 GR,8699688283977,V08BA01,barium sulfate with suspending agents
POLIFLEKS % 3 SODYUM KLORUR SOL. 100 ML(PVC TORBA) SETLI,8699606691457,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 100 ML(PVC TORBA) SETSIZ,8699606691464,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 150 ML(PVC TORBA) SETLI,8699606691471,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 150 ML(PVC TORBA) SETSIZ,8699606691488,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 250 ML(PVC TORBA) SETLI,8699606691495,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 250 ML(PVC TORBA) SETSIZ,8699606691501,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 500 ML(PVC TORBA) SETLI,8699606691518,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL. 500 ML(PVC TORBA) SETSIZ,8699606691525,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL.1000 ML(PVC TORBA) SETLI,8699606691532,B05XA03,sodium chloride
POLIFLEKS % 3 SODYUM KLORUR SOL.1000 ML(PVC TORBA) SETSIZ,8699606691549,B05XA03,sodium chloride
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 100 ML TORBA SETLI,8699606692478,B05BB02,electrolytes with carbohydrates
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 1000 ML TORBA SETLI,8699606692034,B05BB02,electrolytes with carbohydrates
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 150 ML TORBA SETLI,8699606692492,B05BB02,electrolytes with carbohydrates
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 250 ML TORBA SETLI,8699606692515,B05BB02,electrolytes with carbohydrates
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 250 ML TORBA SETSIZ,8699606692522,B05BB02,electrolytes with carbohydrates
POLIFLEKS % 5 DEKSTROZ LAKTATLI RINGER IV INFUZYON ICIN COZELTI 500 ML TORBA SETLI,8699606692010,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %0,45 SODYUM KLORUR IV INFUZYON ICIN COZELTI 1000 ML (SETLI)",8699606694106,B05XA03,sodium chloride
"POLIFLEKS %0,45 SODYUM KLORUR IV INFUZYON ICIN COZELTI 1000 ML (SETSIZ)",8699606694113,B05XA03,sodium chloride
"POLIFLEKS %0,45 SODYUM KLORUR IV INFUZYON ICIN COZELTI 500 ML (SETSIZ)",8699606694090,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 100 ML SOL.SETLI",8699606690610,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 1000 ML SOL. SETLI",8699606690658,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 150 ML SOL. SETLI",8699606690627,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 250 ML SOL. SETLI",8699606690634,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 3000 ML SOL. SETLI",8699606691242,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 3000 ML SOL. SETSIZ",8699606691235,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK 500 ML SOL. SETLI",8699606690641,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK SODYUM KLORUR COZELTISI 50 ML SETLI PVC",8699606693284,B05XA03,sodium chloride
"POLIFLEKS %0,9 IZOTONIK SODYUM KLORUR COZELTISI 50 ML SETSIZ PVC",8699606693291,B05XA03,sodium chloride
POLIFLEKS %0.9 IZOTONIK,8699606690702,B05XA03,sodium chloride
POLIFLEKS %0.9 IZOTONIK 100 ML SOLUSYON,8699606690665,B05XA03,sodium chloride
POLIFLEKS %0.9 IZOTONIK 250 ML SOLUSYON,8699606690689,B05XA03,sodium chloride
POLIFLEKS %0.9 IZOTONIK 500 ML SOLUSYON,8699606690696,B05XA03,sodium chloride
POLIFLEKS %0.9 IZOTONIK150 ML SOLUSYON,8699606690672,B05XA03,sodium chloride
POLIFLEKS %10 DEKSTROZ 100 ML SOL. SETLI,8699606690825,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 100 ML SOL. SETSIZ,8699606690818,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 1000 ML SOL SETSIZ,8699606690894,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 1000 ML SOL. SETLI,8699606690900,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 150 ML SOL. SETLI,8699606690849,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 150 ML SOL. SETLSIZ,8699606690832,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 250 ML SOL. SETLI,8699606690863,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 250 ML SOL. SETSIZ,8699606690856,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 500 ML SOL. SETLI,8699606690887,B05BA03,carbohydrates
POLIFLEKS %10 DEKSTROZ 500 ML SOL. SETSIZ,8699606690870,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 100 ML SOL. SETLI,8699606690924,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 100 ML SOL. SETSIZ,8699606690917,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 1000 ML SOL. SETLI,8699606691006,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 1000 ML SOL. SETSIZ,8699606690993,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 150 ML SOL. SETLI,8699606690948,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 150 ML SOL. SETSIZ,8699606690931,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 250 ML SOL. SETLI,8699606690962,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 250 ML SOL. SETSIZ,8699606690955,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 500 ML SOL. SETLI,8699606690986,B05BA03,carbohydrates
POLIFLEKS %20 DEKSTROZ 500 ML SOL. SETSIZ,8699606690979,B05BA03,carbohydrates
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 100 ML PVC SETLI,8699606691556,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 100 ML PVC SETSIZ,8699606691563,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 1000 ML PVC SETLI,8699606691631,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 1000 ML PVC SETSIZ,8699606691648,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 150 ML PVC SETLI,8699606691570,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 150 ML PVC SETSIZ,8699606691587,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 250 ML PVC TORBA (SETLI),8699606691594,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 250 ML PVC TORBA (SETSIZ),8699606691600,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 500 ML PVC SETLI,8699606691617,B05BC01,mannitol
POLIFLEKS %20 MANNITOL SUDAKI SOLUSYONU 500 ML PVC SETSIZ,8699606691624,B05BC01,mannitol
POLIFLEKS %30 DEKSTROZ 100 ML SOL. SETLI,8699606691020,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 100 ML SOL. SETSIZ,8699606691013,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 1000 ML SOL. SETLI,8699606691105,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 1000 ML SOL. SETSIZ,8699606691099,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 150 ML SOL. SETLI,8699606691044,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 150 ML SOL. SETSIZ,8699606691037,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 250 ML SOL. SETLI,8699606691068,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 250 ML SOL. SETSIZ,8699606691051,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 500 ML SOL. SETLI,8699606691082,B05BA03,carbohydrates
POLIFLEKS %30 DEKSTROZ 500 ML SOL. SETSIZ,8699606691075,B05BA03,carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 100 ML SETLI PVC TORBA",8699606691655,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 100 ML SETSIZ PVC TORBA",8699606691662,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 1000 ML SETLI PVC TORBA",8699606691730,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 1000 ML SETSIZ PVC TORBA",8699606691747,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 150 ML SETLI PVC TORBA",8699606691679,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 150 ML SETSIZ PVC TORBA",8699606691686,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 250 ML SETLI PVC TORBA",8699606691693,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,2 SODYUM KLORUR SOLUSYON 250 ML SETSIZ PVC TORBA",8699606691709,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYON 500 ML SETLI PVC TORBA",8699606691990,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYON 500 ML SETSIZ PVC TORBA",8699606692003,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 1000 CC PVC SETSIZ",8699606692201,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 250 CC PVC SETSIZ",8699606692188,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 1000 ML SETLI PVC TORBA",8699606691976,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 1000 ML SETSIZ PVC TORBA",8699606691983,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 250 ML SETLI PVC TORBA",8699606691938,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 250 ML SETSIZ PVC TORBA",8699606691945,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 500 ML SETLI PVC TORBA",8699606691952,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,45 SODYUM KLORUR SOLUSYON 500 ML SETSIZ PVC TORBA",8699606691969,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ %0,9 NaCl SOLUSYONU 1000 ML PVC SETLI",8699606692072,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ %0.9 NACl SOLUSYONU PVC 250 ML SETLI,8699606692577,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ %0.9 NACl SOLUSYONU PVC 250 ML SETSIZ,8699606692584,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ 100 ML SOL. SETLI,8699606690726,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 100 ML SOL. SETSIZ,8699606690719,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 1000 ML SOL. SETLI,8699606690801,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 1000 ML SOL. SETSIZ,8699606690795,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 150 ML SOL. SETLI,8699606690740,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 150 ML SOL. SETSIZ,8699606690733,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 250 ML SOL. SETLI,8699606690764,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 250 ML SOL. SETSIZ,8699606690757,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 500 ML SOL. SETLI,8699606690788,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ 500 ML SOL. SETSIZ,8699606690771,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 100 ML (SETSIZ),8699606692485,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 1000 ML (SETSIZ),8699606692041,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 150 ML (SETSIZ),8699606692508,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ LAKTATLI RINGER IV INF. ICIN COZ. 500 ML (SETSIZ),8699606692027,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU 50 ML (SETLI),8699606693826,B05BA03,carbohydrates
POLIFLEKS %5 DEKSTROZ SUDAKI SOLUSYONU 50 ML (SETSIZ),8699606693833,B05BA03,carbohydrates
"POLIFLEKS %5 DEKSTROZ-%0,2 SODYUM KLORUR 500 ML SETLI",8699606691716,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5 DEKSTROZ-%0,2 SODYUM KLORUR 500 ML SETSIZ",8699606691723,B05BB02,electrolytes with carbohydrates
POLIFLEKS %5 MANNITOL UROLOJIK IRRIGASYON COZELTISI 3000 ML SETLI,8699606693529,B05CX04,mannitol
POLIFLEKS %5 MANNITOL UROLOJIK IRRIGASYON COZELTISI 3000 ML SETSIZ,8699606683537,B05CX04,mannitol
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 100 ML(PVC TORBA)SETLI,8699606691358,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 100 ML(PVC TORBA)SETSIZ,8699606691365,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 1000 ML(PVC TORBA)SETLI,8699606691433,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 1000 ML(PVC TORBA)SETSIZ,8699606691440,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 150 ML(PVC TORBA)SETLI,8699606691372,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 150 ML(PVC TORBA)SETSIZ,8699606691389,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 250 ML(PVC TORBA)SETLI,8699606691396,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 250 ML(PVC TORBA)SETSIZ,8699606691402,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 500 ML(PVC TORBA)SETLI,8699606691419,B05BA03,carbohydrates
POLIFLEKS %50 DEKSTROZ SUDAKI SOLUSYONU 500 ML(PVC TORBA)SETSIZ,8699606691426,B05BA03,carbohydrates
"POLIFLEKS %5DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 1000 CC PVC SETLI",8699606692195,B05BB02,electrolytes with carbohydrates
"POLIFLEKS %5DEKSTROZ %0,45 SODYUM KLORUR %0,3 POTASYUM KLORUR SOLUSYONU 250 CC PVC SETLI",8699606692171,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 100 ML SETLI,8699606692256,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 100 ML SETSIZ,8699606692263,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 150 ML SETLI,8699606692270,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS I.V. INF. ICIN COZELTI 150 ML SETSIZ,8699606692287,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 1000 ML SETLI PVC,8699606692294,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 1000 ML SETSIZ PVC,8699606692300,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 250 ML SETLI PVC,8699606691853,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 250 ML SETSIZ PVC,8699606691860,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 500 ML SETLI PVC,8699606691877,B05BB02,electrolytes with carbohydrates
POLIFLEKS 1/3 POLIDEKS IV INF. ICIN COZ. 500 ML SETSIZ PVC,8699606691884,B05BB02,electrolytes with carbohydrates
"POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 1000 ML PVC SETSIZ",8699606692089,B05BB02,electrolytes with carbohydrates
"POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 500 ML PVC SETLI",8699606692058,B05BB02,electrolytes with carbohydrates
"POLIFLEKS 5 DEKSTROZ %0,9 NaCl SOLUSYONU 500 ML PVC SETSIZ",8699606692065,B05BB02,electrolytes with carbohydrates
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 100 ML SETLI(PVC),8699606692317,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 100 ML SETSIZ(PVC),8699606692324,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 1000 ML SETLI(PVC),8699606692379,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 1000 ML SETSIZ(PVC),8699606692386,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 150 ML SETLI(PVC),8699606692331,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 150 ML SETSIZ(PVC),8699606692348,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 250 ML SETLI(PVC),8699606692355,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 250 ML SETSIZ(PVC),8699606692362,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 500 ML SETLI(PVC),8699606691891,B05AA05,dextran
POLIFLEKS DEKSTRAN 40 IZOTONIK SODYUM KLORUR SOLUSYON 500 ML SETSIZ(PVC),8699606691907,B05AA05,dextran
POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 1000 ML PVC SETLI,8699606692454,B05AA05,dextran
POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 1000 ML PVC SETSIZ,8699606692461,B05AA05,dextran
POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 500 ML PVC SETLI,8699606691914,B05AA05,dextran
POLIFLEKS DEKSTRAN 70 IZOTONIK SOLUSYON 500 ML PVC SETSIZ,8699606691921,B05AA05,dextran
POLIFLEKS IZOLEN DEN.ELEK. 1000 ML SOL. SETSIZ,8699606691198,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN DEN.ELEK. 1000 ML SOL.SETLI,8699606691204,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN DEN.ELEK.500 ML SOL. SETLI,8699606691181,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN DEN.ELEK.500 ML SOL. SETSIZ,8699606691174,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN-M %5 DEKSTROZLU 1000 ML PVC SOLUSYON(SETLI),8699606691839,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-M %5 DEKSTROZLU 1000 ML PVC SOLUSYON(SETSIZ),8699606691846,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-M %5 DEKSTROZLU 250 ML PVC SOLUSYON(SETLI),8699606691792,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-M %5 DEKSTROZLU 250 ML PVC SOLUSYON(SETSIZ),8699606691808,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC PVC SETLI,8699606691815,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-M %5 DEKSTROZLU SOLUSYON 500 CC PVC SETSIZ,8699606691822,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 250 ML PVC TORBA SETLI,8699606693116,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 250 ML PVC TORBA SETSIZ,8699606693123,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 500 ML PVC TORBA SETLI,8699606693130,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZ ELEKTROLIT SOLUSYON 500 ML PVC TORBA SETSIZ,8699606693147,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZLU ELEKTROLIT SOLUSYON 1000 ML (SETLI),8699606693154,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-P %5 DEKSTROZLU ELEKTROLIT SOLUSYON 1000 ML (SETSIZ),8699606693161,B05BB02,electrolytes with carbohydrates
POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 1000 ML SETLI,8699606693383,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 1000 ML SETSIZ,8699606693390,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 500 ML SETLI,8699606693369,B05XA30,combinations of electrolytes
POLIFLEKS IZOLEN-S PH 7.4 ELEKTROLIT IV INFUZYON ICIN COZELTI 500 ML SETSIZ,8699606693376,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOL. 1000 CC SETLI,8699606691334,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOL. 1000 CC SETSIZ,8699606691341,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 100 ML (PVC TORBA) SETLI,8699606691259,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 100 ML (PVC TORBA) SETSIZ,8699606691266,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 150 ML (PVC TORBA) SETLI,8699606691273,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 150 ML (PVC TORBA) SETSIZ,8699606691280,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 2000 ML (SETLI),8699606693840,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 2000 ML (SETSIZ),8699606693857,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 250 ML PVC TORBA SETLI,8699606691297,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 250 ML PVC TORBA SETSIZ,8699606691303,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 500 ML (PVC TORBA) SETLI,8699606691310,B05XA30,combinations of electrolytes
POLIFLEKS LAKTATLI RINGER SOLUSYONU 500 ML (PVC TORBA) SETSIZ,8699606691327,B05XA30,combinations of electrolytes
POLIFLEKS RINGER SOLUSYONU 1000 ML (PVC) SETLI,8699606693253,B05XA30,combinations of electrolytes
POLIFLEKS RINGER SOLUSYONU 1000 ML (PVC) SETSIZ,8699606693260,B05XA30,combinations of electrolytes
POLIFLEKS RINGER SOLUSYONU 500 ML (PVC) SETLI,8699606693239,B05XA30,combinations of electrolytes
POLIFLEKS RINGER SOLUSYONU 500 ML (PVC) SETSIZ,8699606693246,B05XA30,combinations of electrolytes
"POLIMISIN 10.000 IU/30 MG DERI MERHEMI, (14,2 G)",8699828380023,D06AA03,oxytetracycline
"POLIMISIN 10.000 IU/G+5MG/G GOZ MERHEMI (3,5 G)",8699579440014,S01AA30,combinations of different antibiotics
POLIPARIN 25000 IU/5 ML IV/SC ENJEKSIYON VE INFUZYON ICIN COZELTI ICEREN 1 FLAKON,8699606774655,B01AB01,heparin
POLIVIT 100 ML SURUP,8699514574934,A11BA,"Multivitamins, plain"
POLIX 500.000 IU ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ ICEREN 1 FLAKON,8699828790471,J01XB02,polymyxin B
POLTEOFILIN 200 IV INF. ICIN ENJEKTABL COZELTI 100 ML SETLI,8699606693482,R03DA04,theophylline
POLTEOFILIN 200 IV INF. ICIN ENJEKTABL COZELTI 100 ML SETSIZ,8699606693499,R03DA04,theophylline
POLTEOFILIN 400 IV INF. ICIN ENJEKTABL COZELTI 500 ML SETLI,8699606693505,R03DA04,theophylline
POLTEOFILIN 400 IV INF. ICIN ENJEKTABL COZELTI 500 ML SETSIZ,8699606693512,R03DA04,theophylline
POMALEM 1 MG SERT KAPSUL (21 SERT KAPSUL),8699525159731,L04AX06,pomalidomide
POMALEM 2 MG SERT KAPSUL (21 SERT KAPSUL),8699525159748,L04AX06,pomalidomide
POMALEM 3 MG SERT KAPSUL (21 SERT KAPSUL),8699525159755,L04AX06,pomalidomide
POMALEM 4 MG SERT KAPSUL (21 SERT KAPSUL),8699525159762,L04AX06,pomalidomide
PONSTAN FORT 500 MG 20 TABLET,8681308091277,M01AG01,mefenamic acid
POSAGIL 100 MG 24 GASTOREZISTAN TABLET,8699514040088,J02AC04,posaconazole
POSAKSIN 40 MG/ML ORAL SUSPANSIYON,8699738770839,J02AC04,posaconazole
POSTUITRIN-N 5IU 3 AMPUL,8699508750245,H01BB02,oxytocin
POTANT 500 MG 7 FILM TABLET,8699536091013,J01MA12,levofloxacin
POTAS.KL %22.5 10 ML 10 AMPUL,8699788750829,B05XA01,potassium chloride
